name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1095;0;1025;3075;1800;3075;1961;0
header;251;47;251;87;1951;87;1951;47
A;1390;112;1390;112;1390;112;1390;112
B;1084;812;1084;836;1102;836;1102;812
A;1861;843;1861;859;1874;859;1874;843
B;1590;845;1590;860;1604;860;1604;845
A;1635;890;1635;905;1648;905;1648;890
A;1506;1014;1506;1040;1520;1040;1520;1014
A;1234;1016;1234;1043;1248;1043;1248;1016
A;1276;1205;1276;1223;1287;1223;1287;1205
A;1114;1296;1114;1296;1114;1296;1114;1296
C;1076;1476;1076;1501;1096;1501;1096;1476
D;1077;2121;1077;2145;1099;2145;1099;2121
A;1193;2705;1193;2711;1199;2711;1199;2705
