name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;968;0;1014;3073;1511;3073;1441;0
header;174;137;174;170;1859;170;1859;137
A;1012;208;1012;233;1031;233;1031;208
A;1358;319;1358;325;1365;325;1365;319
D;1429;348;1429;369;1446;369;1446;348
B;1015;887;1015;911;1032;911;1032;887
B;1443;1110;1443;1131;1460;1131;1460;1110
A;993;1142;993;1168;1007;1168;1007;1142
A;999;1374;999;1380;1005;1380;1005;1374
C;1021;1573;1021;1598;1042;1598;1042;1573
B;1039;2195;1039;2219;1059;2219;1059;2195
B;1261;2634;1261;2658;1280;2658;1280;2634
A;1203;2640;1203;2645;1209;2645;1209;2640
